full_name,class,section,marks_english,marks_maths,marks_physics
Fields Barry,11,1,48,42,37
Jefferey Firth,11,3,67,51,64
Kathye Boulde,2,3,9,77,71
Ewen Keetch,4,3,93,15,17
Kenon Senett,6,3,38,17,39
Allys Ferry,8,1,54,43,81
Roslyn Buzzing,1,2,90,5,24
Stephine Pepon,2,3,83,93,26
Madelina McCutcheon,6,2,79,22,82
Morganica Peatheyjohns,10,2,26,41,25
Beverie Blaylock,8,1,40,9,39
Elbertine Bathoe,10,2,62,13,94
Friedrich Haffenden,9,3,52,46,45
Inesita Goldhawk,9,3,12,67,99
Dorree Monni,9,2,28,12,60
Granny Whittenbury,11,3,60,91,24
Merrill Andrzejczak,5,1,31,2,67
Bertha Brodest,5,2,5,52,55
Dian Feldmann,2,2,15,32,75
Lettie Aireton,12,2,87,65,87
Ashlie Carress,9,1,2,11,100
Maudie Ramirez,8,1,91,36,37
Wiatt Ohlsen,3,3,75,16,48
Maddi Stirton,3,2,36,85,92
Nap Westbrook,12,2,68,86,55
Susan Luetkemeyer,10,2,28,71,10
Taber Neising,9,1,29,27,82
Willetta Pennacci,12,2,1,10,37
Caresse Georgescu,6,1,68,39,39
Audre Clelland,3,3,17,83,86
Lusa Vallerine,1,2,43,4,57
Kattie Pierpoint,1,2,82,42,26
Phaidra Furneaux,6,1,92,9,77
Kleon Royal,11,3,68,33,80
Liana Clewes,2,3,66,91,32
Tobiah Lettington,7,3,72,59,96
Mariel Parham,2,2,98,89,52
Aldous Cotterell,4,1,52,31,38
Kylynn Lambal,5,1,47,63,86
Stefan Vanshin,2,2,35,18,81
Hoebart MacGorman,12,1,60,71,91
Farrel Halfhide,2,2,60,64,14
Dominic Groom,2,3,59,86,37
Boonie Hiner,6,1,53,49,51
Charis Bettam,1,3,33,67,49
Jermaine Dominguez,7,3,17,65,36
Tris Entwistle,3,3,8,55,59
Natassia Fruen,8,3,82,52,19
Lodovico Hallitt,7,1,67,52,94
Kennett Cashman,7,3,39,8,77
Martelle Heilds,10,2,40,86,48
Cathy Coppledike,12,1,52,3,71
Eben Meach,4,1,6,78,88
Bealle Henlon,11,3,57,83,82
Dorolice Tamburi,10,3,16,48,59
Elianore Blencoe,1,2,19,95,10
Dorree Roll,10,2,56,100,7
Cati Boame,4,1,95,26,2
Putnam Claricoats,3,2,52,4,17
Rozina Balle,9,3,11,26,10
Sly Callum,5,2,64,79,24
Jude Coolbear,12,3,30,86,27
Ortensia Bernard,3,1,79,60,78
Clare Robbs,4,2,56,33,49
Elbert Pohls,11,1,23,33,3
Vicky Maughan,12,3,79,44,2
Gawain Jovis,5,1,32,13,87
Craggie Chatelain,11,3,60,34,19
Appolonia Flahive,1,1,72,80,45
Ricki Sleford,5,2,14,59,61
Dorian Gieves,8,3,95,41,68
Davide Moy,4,1,98,54,6
Dulci Dybell,12,1,71,16,73
Thaine Lester,9,3,61,51,57
Traci Culy,12,2,10,83,44
Faydra Cusworth,8,1,13,95,14
Dulci Growcock,3,2,32,26,67
Aylmer McMains,3,2,22,23,82
Catlin Alanbrooke,6,1,25,32,83
Augy Vigne,9,3,78,23,56
Dulsea Faill,12,2,7,42,84
Edyth Dicey,4,1,97,84,53
Stu Conaghan,5,1,10,96,60
Hadrian Hartshorne,10,2,3,97,64
Gracie Deavall,9,1,43,32,40
Saundra Prys,11,3,90,90,100
Massimo Cockerton,9,1,20,2,91
Tracy Vero,1,1,14,22,60
Honor Wellum,9,1,72,63,81
Ina Philipsen,6,3,79,12,78
Elie Mc Kellen,11,1,14,50,12
Gray Wilmot,3,2,37,27,48
Wernher Clemenza,7,1,28,51,90
Roderich Cancellieri,8,1,72,37,64
Kristoforo Carine,10,3,18,97,55
Saudra Dabels,12,2,92,16,14
Diego Prettyjohns,4,1,42,54,63
Stephine Worts,2,2,92,34,93
Gerard O'Devey,11,1,16,26,62
Kristien Sherewood,12,2,13,99,3
Gabby Billson,12,2,93,34,37
Fran Spinello,5,2,20,65,14
Yolane Gallatly,7,1,3,68,9
Malchy Bredgeland,3,1,82,73,92
Lexis Dosdale,6,1,9,69,90
Ingunna Bande,12,3,73,87,85
Maurie Bernasek,11,1,22,17,48
Giana Mattson,4,2,92,31,33
Stacy Strangwood,11,2,66,11,26
Adolphus Lowfill,1,2,3,45,98
Jodie Sighard,11,2,61,14,26
Vickie Glendining,10,2,62,44,40
Jordon Pellant,2,2,27,53,14
Joy Jemison,2,2,48,94,38
Austen Bridge,11,2,7,94,53
Emeline Ranns,6,2,54,82,80
Flynn Winchcombe,7,2,34,88,87
Myriam McCartan,3,2,29,24,53
Margarita Buckett,2,2,64,18,88
Christopher Aspenlon,11,3,36,41,4
Talbert Iacovuzzi,4,1,63,86,46
Madel Sinfield,8,3,42,42,28
Morie Muddimer,6,3,34,94,6
Denver Merriment,4,1,49,21,2
Tiff Puddan,12,2,73,82,10
Herman Roundtree,2,3,9,89,20
Alejandra Barlass,12,2,54,66,73
Vanni Raffon,8,3,69,67,22
Hakim De la croix,3,2,88,56,36
Goldina Deniske,10,2,50,37,8
Link Littefair,2,2,58,71,24
Rudolfo Cremer,5,2,66,13,100
Sisely Ardron,11,1,66,37,33
Latisha Officer,5,1,84,90,64
Valli McClaren,4,2,9,93,56
Fred Osgood,7,3,68,9,48
Alistair Meneghi,4,2,14,56,100
Karna Given,12,1,10,74,72
Page Ashard,9,3,14,9,75
Olivie Farryn,4,2,93,45,7
Bendite Addeycott,3,1,62,78,95
Pauli Leggate,9,1,76,72,20
Vito Cornewall,1,1,64,70,36
Eveline Shucksmith,11,2,66,69,1
Ernst Copnar,2,1,25,21,72
Hillier Tirrell,5,3,57,95,85
Reube Kevlin,1,3,81,16,52
Bridget Brodeur,7,2,53,42,27
Heinrick Oldcroft,4,2,30,47,65
Farrell Peschet,1,1,33,50,80
Evered Brayshay,11,3,34,66,45
Florette Winnister,6,3,33,92,58
Freddie Bousquet,3,1,10,14,50
Elton Dietz,1,3,1,15,44
Shelbi Edgcombe,7,1,100,76,19
Chrystal Blaksley,4,1,7,60,61
Giorgi Crallan,8,1,44,72,77
Loella Thompson,2,1,87,79,60
Roi Cornbill,3,2,14,99,2
Bailey Kornacki,2,2,43,3,76
Kelcey Glander,9,3,60,5,8
Ozzie Grundon,10,1,100,47,90
Hermie Kembrey,4,1,38,74,28
Michele Janatka,5,3,80,73,70
Rosie Thursfield,10,3,82,93,71
Aleen Zimmermanns,10,2,90,98,57
Baxter Duprey,7,2,72,18,67
Thacher Southcott,6,1,56,51,85
Walther Ethelstone,4,1,78,56,50
Robbie Geddis,9,1,95,2,49
Eda Whitman,9,1,63,86,85
Erinna Stiger,12,3,68,36,41
Reginauld Gandey,9,3,82,91,43
Dania Braybrooke,11,2,25,62,69
Glenn Lednor,12,3,6,28,5
Konstantine Stygall,2,1,16,39,86
Cointon Hemphill,2,3,92,46,79
Rhetta Lymbourne,1,2,89,36,57
Giacomo Opy,2,1,99,54,92
Alfons Dodimead,1,1,75,57,82
Koren Checci,6,2,25,71,50
Hally Raubenheimer,9,2,48,53,7
Larry Itzakson,4,2,64,23,69
Jaimie Caldwall,2,2,89,78,16
Dredi Naseby,7,1,74,83,76
Dick Duffit,10,2,4,69,65
Marthe Bark,8,2,22,42,26
Joye Wigzell,11,1,40,15,18
Collette Sivier,2,1,38,74,1
Faustina Degoix,11,1,72,80,60
Sabra Dadge,5,1,42,73,1
Aaron Bunning,10,1,8,79,32
Rodd Ley,3,1,44,38,11
Aime Pragnell,8,1,32,58,29
Stacy Reeder,3,2,25,78,58
Brier Schukraft,5,2,19,32,75
Lina Mechi,2,2,23,1,17
Cornall Reignard,2,1,88,57,20
Ethel Sherlaw,1,2,98,94,91
Orsola Lammerts,8,2,64,50,46
Florian Garard,8,1,9,13,39
Barris Pignon,11,3,48,33,52
Shirlee Sunners,5,1,87,72,21
Shawna Leavey,7,1,12,48,95
Meara O'Coskerry,11,1,91,7,15
Collie Haylett,4,1,49,2,61
Chicky Axe,6,2,69,5,52
Kaylee Tolworth,7,2,14,33,14
Haley Adamson,4,3,18,46,50
Milty Bradmore,6,1,4,100,42
Patsy Spain,1,1,71,47,35
Dixie Nansom,4,3,93,100,43
Carney Delouch,8,1,58,83,18
Heda Thominga,10,2,30,57,37
Leeanne Nutton,11,1,2,24,34
Malva Azemar,3,2,71,98,81
Rowen Ferry,3,3,76,96,61
Willow Beverley,1,3,89,20,57
Lesley Favelle,11,1,50,93,97
Alexa Ord,4,1,94,78,95
Justen McGrudder,11,1,16,37,84
Erl Dalli,5,3,39,68,97
Menard Kordt,8,1,3,42,32
Shalna Churly,8,3,100,30,8
Padraic Ghion,4,2,41,11,2
Joe Gorman,11,3,26,61,39
Stearn Benitez,11,2,78,8,79
Wilow Blouet,9,2,94,53,93
Anett Srawley,11,2,90,27,16
Blakelee Bimrose,7,1,42,8,47
Waylan Jozefowicz,1,2,42,13,19
Belle Fursse,7,3,84,93,10
Corabelle Laboune,7,3,57,63,83
Lynn Colaco,11,3,71,54,69
Wendall Bloxsum,3,2,63,55,26
Gearalt Stammer,10,3,95,8,57
Courtnay Conneely,5,2,56,31,5
Aurea Bernolet,6,2,26,44,38
Herbert Coxon,11,3,55,33,37
Leontyne Airey,2,3,47,15,19
Corney Merner,3,3,44,80,40
Daisi Gellan,4,2,100,59,28
Marleen Robker,8,1,6,82,75
Maribeth Knolles-Green,10,3,83,83,88
Melody McCreagh,9,1,79,55,75
Phip Tidbury,7,1,78,83,99
Heida Headland,3,2,75,34,12
Leena Arrol,7,3,7,59,3
Maximilian Johnes,6,3,56,63,34
Holden Baroux,3,3,32,29,18
Vincents Lentsch,1,1,92,4,82
Belva Landon,12,1,52,40,25
Arleen Maliffe,11,2,29,46,26
Iver Braime,10,2,8,77,17
Lyman Swatman,4,3,90,2,11
Alika Ladds,5,3,33,83,64
Zedekiah Barr,4,1,89,3,9
Lauri Hedge,3,2,56,15,94
Corbet Baulk,9,1,17,73,22
Ciel Rymell,5,3,30,49,32
Gabriell McGourty,5,2,4,64,73
Waylon Burth,11,3,55,59,23
Spike Nickerson,5,3,83,5,78
Aylmer Balasini,2,2,80,4,54
Jules Coetzee,4,2,60,29,2
Holli Grombridge,8,2,50,14,90
Cally Croucher,7,3,31,95,74
Amelie Halsworth,2,2,91,40,94
Sumner Pagitt,12,2,48,89,69
Thatcher Goodison,12,1,30,30,8
Sebastiano Dax,5,1,65,29,4
Falito Peeke,4,3,14,32,48
Candice Gronav,2,3,56,56,8
Tatum Alam,5,1,27,80,79
Lars McOrkill,11,2,50,47,99
Nonah Guitonneau,3,1,46,63,61
Laverna Grassot,7,2,11,30,4
Issie Slate,12,2,86,15,61
Bettine Crimmins,10,3,36,84,100
Jayme Rubinshtein,6,3,93,23,84
Chuck Mougenel,7,2,48,61,95
Sutherlan Kingsbury,12,2,23,38,99
Rennie Mynett,5,1,43,31,58
Abbe Drinkhill,11,3,51,85,48
Amara Loughney,6,2,33,59,17
Leticia Perrins,3,1,77,36,97
Nari Yven,10,2,43,4,41
Roger McCrisken,6,2,87,67,46
Amby Janny,2,1,18,61,49
Myca Dupre,2,3,24,38,34
Haywood Canti,12,2,80,62,25
Hoebart Tartt,1,3,50,3,58
Isa Jeffry,3,3,18,84,84
Gary Tilson,12,1,39,40,34
Darcey Batterson,4,2,35,44,54
Kim Moller,12,3,45,31,90
Yehudit Zanioletti,3,2,83,13,24
Margaretha Hallward,11,3,55,7,96
Tommy Wicks,12,3,25,68,6
Julienne Blowick,8,3,4,96,9
Irvine Eyles,1,3,31,12,28
Leesa Treker,5,2,73,47,19
Vernen Maud,6,2,34,36,73
Way Huntress,9,3,100,64,34
Ange Thorpe,10,1,49,12,89
Halette Possel,12,2,96,5,94
Jefferson Jakoubek,9,2,77,2,76
Winnifred Hawthorn,9,3,46,27,90
Hilton Connaughton,8,3,63,7,87
Giavani Pottery,2,2,74,41,55
Jerri Wyllie,6,3,27,38,66
Cymbre Brownsell,10,2,1,66,11
Leola Stathers,10,1,36,2,65
Avie Westrope,3,3,51,30,88
Constance Trewman,7,3,19,81,1
Bone Byforth,12,3,39,90,7
Tessie Kezar,8,1,81,98,32
Rochester Linger,8,1,30,57,50
Hugues Spurden,4,2,62,48,4
Gifford De Cleen,11,2,35,96,42
Leah MacKenzie,7,3,30,59,26
Galvan Lacer,10,3,22,44,11
Darci Bloyes,4,2,14,93,98
Carie Bollam,7,1,35,22,59
Carrol Pritchitt,8,3,1,49,33
Lindi Batter,6,3,45,21,76
Agnella Crockley,7,1,26,86,24
Sari Poultney,10,2,47,63,70
Rhoda Axcel,11,1,93,58,61
Silvano Puddan,7,1,47,84,80
Lolita Hulks,12,2,89,42,17
Munroe Newsham,8,1,72,3,30
Ike Perri,3,1,30,13,79
Garrick Cranmor,2,3,82,99,60
Esther Beetham,3,2,2,97,27
Tabor O'Cannovane,7,3,29,52,100
Maureen Dormer,8,3,48,18,17
Xylina Meikle,9,2,33,97,53
Maryanna Heyfield,8,3,33,26,16
Oneida Lemerie,6,3,88,93,33
Davine Bunclark,11,1,84,97,96
Larisa Dunnett,7,1,68,4,43
Dacy Karslake,8,1,18,47,50
Hew Quodling,6,2,82,55,85
Salvador Falks,2,3,5,45,76
Archibaldo Willcox,10,2,96,38,64
Janenna Oldfield,8,2,78,34,77
Goran Timbrell,11,2,59,88,84
Ludwig Payze,4,3,27,18,15
Kimbell Stockley,6,1,48,91,22
Fina Eastop,7,3,66,48,54
Pru Jeanon,3,3,65,49,75
Pip Dreier,10,2,60,11,27
Alaric Mendonca,12,2,94,73,6
Sheryl Gribbin,10,1,97,63,85
Ivie Hughesdon,6,2,47,84,57
Greggory McGaugie,7,1,41,34,89
Ethel Birdwistle,9,1,43,15,77
Jere Butterick,11,1,18,47,64
Riccardo Thurlbourne,2,3,18,63,94
Haleigh Doe,9,2,24,84,53
Adda Favel,1,1,39,22,37
Hinda Stobbs,8,2,23,21,20
Teddy Catlin,3,1,13,10,43
Teresita Manuaud,9,2,91,94,9
Jeannine Westrip,4,2,58,70,47
Dewey Washtell,6,3,74,88,98
Martina Kingswoode,3,1,54,14,39
Bellanca de Copeman,12,2,30,88,52
Sherwood Gazzard,9,2,16,94,87
Terrance Goodered,4,1,87,54,53
Horatius Spadotto,6,3,18,66,44
Phebe Bullant,12,2,3,29,1
Vanya Pelfer,8,1,61,58,99
Bendite Filintsev,5,2,89,54,8
Esmaria Shawyer,9,1,71,56,15
Vickie Duffield,10,3,79,73,45
Goran Chamberlayne,9,2,10,34,26
Yulma Syplus,10,1,92,93,97
Karlik Backson,5,2,58,47,66
Moises Briat,6,2,70,72,23
Sheelagh Crust,10,1,8,41,11
Sella Truran,6,3,13,82,10
Lian Peatman,9,1,90,87,83
Leelah Meeke,3,2,39,23,14
Penrod Spadari,4,2,32,5,2
Haskell Wilford,5,1,40,60,74
Raquel Ferencowicz,11,3,34,81,15
Rahal Thewles,10,1,88,61,25
Xaviera Prangnell,7,1,100,21,59
Kerby Rowbury,1,3,23,98,54
Dorothy Littley,1,3,77,65,15
Sherm Roizn,8,1,86,24,40
Lilia Lehrian,9,2,47,8,87
Ham Bonney,4,3,61,72,7
Erin Pedder,3,3,66,11,1
Penrod Scarasbrick,11,2,71,37,61
Norry Claasen,4,3,47,99,56
Shannen Vasilechko,4,1,59,73,19
Vite Flory,1,3,45,7,18
Casey Downs,9,3,33,61,4
Ricky Toothill,3,3,87,82,90
Dorey Dobie,3,2,57,68,23
Revkah Jennens,11,3,11,2,96
Lauritz Mayward,3,3,30,42,74
Dorie Smiz,4,1,25,73,73
Heloise Grzelczyk,1,3,99,15,41
Ruthe Bohills,11,3,49,80,73
Abram Worsnip,11,1,82,94,8
Piotr Extall,7,3,72,64,1
Rockwell Scandwright,10,3,40,14,8
Itch Tregenna,1,3,48,73,81
Austin Degoe,1,3,98,84,64
Jo Cisland,9,3,57,100,16
Lissa Alvis,3,3,38,79,75
Micki Dudenie,4,3,67,58,2
Doug Matthewes,12,3,71,9,88
Steven Boness,10,3,17,83,76
Fairfax Dobbing,6,2,94,19,11
Terrye Gaunson,7,2,63,63,3
Torrin Feldfisher,11,1,69,56,32
Sammy Sambells,9,1,17,53,84
Viviyan Wisham,6,1,51,4,5
Basilio Ygo,1,3,39,12,35
Kathi Gresly,9,1,33,8,97
Archer Llop,11,1,64,86,28
Dallis Heinsh,11,1,46,20,17
Sarge Ealden,11,1,74,24,59
Ferdy Roullier,6,2,73,37,76
Roxy Pepys,4,3,31,56,58
Nickolaus Cabble,12,2,79,87,82
Moyra Kirman,11,2,94,68,45
Red Buck,9,1,30,41,62
Camala Tortoishell,3,3,25,6,12
Pet Vermer,10,2,72,13,99
Barrie Gedge,11,3,80,32,14
Corina Bardwall,9,2,33,30,86
Myrtle Graver,8,1,45,73,12
Elisabetta Seamarke,7,2,80,62,9
Gerta Sussems,1,1,45,28,16
Rafi Buzin,7,3,14,40,61
Avram Cundy,5,3,41,12,42
Susette Stirling,1,3,88,69,15
Bobina Viney,10,1,95,13,80
Jake Dunaway,2,2,32,87,96
Sam Dagwell,8,2,40,71,23
Maury Franzini,8,1,85,42,24
Didi Sinnatt,8,2,35,77,85
Dahlia Kruszelnicki,11,1,20,54,38
Othelia Demaine,6,2,51,46,83
Mikaela Rizzardo,5,2,86,94,44
Maudie Combes,12,3,31,47,58
Hershel Lowthorpe,6,2,64,60,51
Cris O'Dare,6,3,40,44,81
Meg Vitall,3,1,56,81,81
Karoly Jobbings,5,3,70,6,42
Claudia Vasile,1,3,37,42,25
Tynan Haselden,5,2,94,12,4
Hadleigh Ivell,1,3,87,49,45
Blakeley Jamrowicz,11,3,78,90,60
Sonnie Shuttleworth,12,1,33,48,18
Clair Jonke,4,2,15,36,59
Athena Ludron,7,2,7,57,83
Jamill Bennoe,7,1,64,91,90
Tailor Scardefield,10,1,79,65,82
Blanca Lincey,5,1,98,78,28
Lynn Manoch,9,2,61,73,38
Karol Decort,3,3,75,31,39
Auguste Treweek,5,2,88,23,85
Octavius Kuschel,3,3,68,39,96
Kipp Wiz,4,2,31,40,15
Bette Darke,10,3,30,93,37
Lottie Ren,9,3,34,94,82
Man Worthing,1,1,90,91,18
Chane Sharville,6,1,21,47,36
Devora Antonat,2,3,65,27,24
Earl Konrad,11,3,59,71,25
Romain Jirieck,1,2,92,17,14
Verene Moniker,2,1,56,19,4
Konstantine MacCurley,1,3,92,84,53
Marja Postans,7,3,59,100,44
Kalli Oakshott,5,1,77,55,99
Foster Salaman,3,3,84,35,53
Athena Elsay,8,1,4,87,86
Anthe MacIan,8,3,4,77,48
Clay Peploe,5,1,66,15,34
Hernando Prime,11,3,71,65,44
Culley Chadwin,7,2,89,6,6
Corina Casewell,1,2,16,50,34
Betteanne Banat,8,3,18,71,72
Neddie Demkowicz,7,3,83,30,27
Romeo Boase,11,1,48,32,78
Tailor Edgar,3,3,67,66,24
Alexa McCloch,9,2,74,72,26
Korrie Bielfeldt,9,2,96,29,84
Jamima Faulconer,9,2,90,24,71
Lynnet Charters,9,2,9,62,15
Willi Creddon,3,2,48,56,83
Adelle Melsome,8,1,27,51,52
Aarika Brugemann,7,1,59,93,56
Carry Spores,10,1,5,31,29
Deva Gorrissen,11,3,47,16,88
Henri Yokelman,3,2,91,86,8
Andy Lambot,12,3,47,51,5
Jaquelin McKeand,4,3,8,59,64
Regan Necrews,9,1,59,86,65
Mildred Rowbrey,4,3,94,72,69
Rudd Ruxton,1,1,50,64,20
Theressa Galbreth,3,2,51,43,80
Marius Deyenhardt,9,3,80,99,96
Karol Gilbard,6,2,92,94,66
Duky Langston,4,2,41,98,13
Emylee Spurdon,3,1,83,95,9
Francklyn Caudell,5,3,73,52,59
Linell Beagen,1,3,97,20,73
Wrennie Manilow,5,1,90,73,49
Todd Loveridge,6,3,49,57,95
Tedd Madsen,5,2,47,97,53
Adora Rospars,12,2,31,33,17
Atlante Trevallion,3,2,100,9,54
Bride Canto,4,2,72,29,58
Tierney Toynbee,10,2,6,79,65
Tabitha Twelve,9,2,42,69,1
Coretta Rushby,7,2,61,83,76
Thurstan Rugg,12,2,77,8,82
Sammie Casarino,3,3,63,63,21
Ellswerth Fortnam,2,1,27,52,33
Harbert Laidlow,6,1,34,63,32
Reinwald Matelyunas,8,3,59,67,77
Concordia Flisher,3,1,47,88,89
Glenn Kingwell,2,1,63,53,41
Gracie Perfili,3,3,54,8,28
Aprilette Palumbo,8,3,26,67,89
Nelia Attwooll,1,3,97,97,21
Goldia Hairs,3,3,12,91,41
Taddeo Domeney,3,2,25,96,93
Aggy Spitell,4,1,62,56,9
Cordelia Jennens,4,3,70,1,87
Tulley Ruby,5,3,40,48,70
Charlotta Dinley,7,2,48,7,96
Toddie Gwillim,4,2,36,9,33
Lek Ferries,9,1,37,86,60
Emmit Gery,10,3,78,13,58
Rica Jellis,6,1,81,80,39
Maurise Creggan,4,1,18,57,41
Shermy Gidney,6,1,90,67,52
Remus Stonebridge,10,1,17,42,82
Peterus Caban,1,1,79,37,34
Olympie Teodori,5,3,81,91,13
Dona Loines,1,3,32,7,34
Annabell Woodwin,12,3,72,7,39
Nettle Blair,1,2,36,44,30
Rosabella Gummory,12,2,70,40,74
Kathlin Carrabot,6,1,88,26,98
Elonore Skellorne,6,1,55,43,27
Kristyn Binny,8,3,82,81,93
Lucienne Macrae,7,2,18,22,98
Idalia Kingett,3,1,84,45,50
Kynthia Furphy,3,3,67,69,97
Addison Steggles,9,1,12,52,57
Veriee Tinkham,3,1,44,89,78
Carilyn Filewood,1,2,41,72,13
Abe Sturt,1,3,9,41,48
Edwin Catherall,10,1,24,37,97
Jenna Goare,2,1,34,27,77
Terese Dilgarno,11,1,92,90,50
Sidonnie Antoney,5,1,66,75,68
Iain Sinfield,12,3,94,86,26
Cristine Copner,5,3,58,19,78
Verene Durnford,9,1,40,41,54
Krissie Izkovitz,10,1,22,32,18
Fabien Dawley,7,3,9,58,50
Martina Raraty,12,3,67,100,41
Abraham Himpson,1,1,28,67,13
Winnie Tinman,6,2,63,59,14
Ira Exter,11,3,49,52,31
Izzy Leward,1,1,91,90,70
Julianna Botha,5,3,48,81,93
Amandi Touret,3,2,7,27,2
Onida Pacitti,11,3,97,87,62
Stillmann Khristyukhin,10,1,38,91,72
Kristan Lurriman,7,3,6,72,44
Eolande Macvey,11,1,12,24,80
Melli Eltune,12,3,19,46,17
Estele Jeeves,8,2,80,51,94
Barris Patel,6,1,62,38,100
Katey Sheal,5,1,50,85,46
Yehudit Davinet,10,2,1,38,96
Lusa Peachey,1,2,49,44,65
Pooh Surcomb,3,2,40,32,37
Ysabel Dunmore,12,1,57,41,26
Hadrian Antill,11,3,74,47,65
Anders Leworthy,3,1,15,65,91
Patty Gottelier,5,2,24,3,15
Tremaine Lindegard,6,3,30,26,62
Dillon Hayth,4,3,82,10,25
Vannie Deane,10,2,97,60,32
Wylma Rallinshaw,6,2,55,18,50
Cybill Flag,2,2,24,21,80
Roseline Von Gladbach,5,3,70,95,19
Cecil Geater,4,1,34,36,85
Cleo Bowbrick,2,3,3,1,47
Nobie Brussell,3,2,34,44,11
Dixie Millichip,12,1,85,87,64
Christabella Vanne,9,3,21,48,65
Merissa Denes,2,3,54,23,31
Clair Poplee,1,2,53,29,11
Brandais Wheater,10,2,12,55,72
Saundra Ruberry,10,3,56,82,38
Mechelle Tales,12,1,61,60,75
Pierette Garvill,8,3,63,28,20
Adrea Olenichev,1,3,89,11,37
Samantha Laverock,6,1,91,85,95
Curt Fisbey,4,1,45,85,22
Gwenni Pee,4,1,64,39,68
Major Wegener,3,3,75,72,34
Gordon Bryers,5,1,82,99,54
Curry McLaughlan,8,3,23,11,7
Lauritz Golden,5,2,59,27,28
Marieann Mosconi,5,2,30,75,65
Giovanni Szabo,1,2,93,2,80
Welsh Noddings,6,2,13,17,14
Jarrett Baggalley,8,3,19,27,32
Emmerich Bratt,11,1,42,59,58
Myer Gilyott,5,2,45,76,6
Iosep Fernie,11,3,18,74,77
Byrom Richarson,6,3,57,28,95
Kristina Carlos,4,1,27,43,61
Davis Beadnell,5,2,30,43,82
Carlie Gantzer,12,3,59,40,27
Ashil Clemenson,6,1,37,98,46
Rana Planks,4,2,51,45,19
Daniel Dunkerley,12,3,87,97,65
Kaela Bringloe,3,2,54,24,91
Doyle McDyer,5,2,60,62,6
Marietta Skinley,5,2,18,23,24
Valida MacKettrick,3,3,62,76,80
Brandise Spinella,8,3,32,27,67
Jerrilyn Durham,9,2,74,31,92
Gerrilee Gibbs,3,3,10,75,84
Craig Sylvaine,9,3,80,67,69
Toiboid Lanchbury,11,1,20,66,84
Fionnula Philipart,8,2,87,85,14
Frederique Castiglioni,2,2,82,98,80
Vita McDavitt,5,2,7,11,27
Rora Lukins,10,1,75,68,56
Ara Crosswaite,7,3,100,25,8
Coralyn Cleghorn,10,2,87,53,21
Fayre Snel,11,2,16,99,96
Kassey Linnell,4,3,36,70,94
Malissa Lynam,3,2,25,5,30
Scarface Turbern,4,2,14,61,98
Darrick Chicco,5,2,86,80,37
Elayne Fowlds,7,2,25,96,46
Alameda Buckel,12,2,19,19,78
Leo Gommes,3,3,96,68,74
Gabie Pipkin,3,3,99,14,34
Adara Hustings,2,3,85,4,37
Gerianna Blooman,6,1,11,40,88
Cazzie Bruins,1,2,27,91,12
Oby Francecione,3,2,74,52,57
Alika Holson,11,1,1,38,27
Graham Harback,6,3,99,51,53
Wallis Dowber,3,2,55,9,48
Mervin Schnitter,3,3,19,80,12
Orella Simison,6,2,42,38,74
Gaylor Benford,2,2,26,33,80
Leopold Cassedy,6,3,59,93,86
Winnie Kraft,2,2,24,82,80
Missie Mogg,1,1,24,54,92
Pasquale Dinneen,11,3,10,52,90
Jasmina Merman,1,2,24,71,57
Sadye Janata,7,1,72,86,50
Yancy Embling,1,2,10,97,89
Allister Rigard,4,2,29,52,70
Godfree Silvers,11,3,94,95,92
Rudolfo Johansen,10,3,30,90,51
Hagan Philippart,11,3,52,42,25
Flossie Ames,7,2,35,53,61
Valentina Gumbrell,12,1,58,6,62
Georgianne Darrington,9,1,100,57,33
Reg Barkly,2,2,81,58,11
Randolph Matokhnin,6,3,65,69,31
Sawyere Januszewicz,2,2,33,14,36
Noelle Boone,2,2,22,16,6
Nanice Tyrer,8,1,8,28,24
Darcey Jimenez,8,3,35,39,57
Suzy Morcom,2,2,23,45,21
Maud Jenkinson,4,1,87,17,58
Jessy Haversham,1,1,35,73,64
Albrecht Asling,1,1,52,17,81
Renado Petronis,8,3,95,25,40
Abraham Isack,5,3,28,48,100
Melvin Matyashev,9,3,97,96,39
Beckie Fundell,12,2,35,55,73
Luz O'Moylan,3,1,41,12,39
Tiffi McKechnie,5,1,8,2,11
Marylinda Shoute,4,3,1,98,9
Napoleon Vinten,10,2,21,74,64
Felix Goodday,5,3,100,41,47
Bobinette Bayle,1,2,21,12,43
Ericha Condie,11,1,46,11,70
Nissy Leuty,1,1,25,6,20
Barr Paxforde,2,2,18,73,3
Lynett Tremblay,7,1,93,38,77
Clotilda Jouaneton,10,3,25,5,71
Manda Marsy,9,2,97,2,66
Aldus Petts,6,1,43,39,100
Charlotte Johl,10,3,96,56,23
Franciska Dain,6,1,67,30,48
Elisabet Judson,3,1,85,82,72
Mag Folcarelli,6,2,81,98,64
Constance Heinemann,11,1,21,11,98
Herb Lerego,12,3,16,49,34
Noel Burgoyne,8,2,66,82,94
Matteo Mc Grath,8,3,6,68,75
Ekaterina Nolleau,5,2,70,79,32
Evelyn Dumpleton,4,1,57,5,52
Camel Fearnill,7,3,23,11,2
Nicholas Hagergham,11,2,84,20,18
Maure Sives,6,3,65,98,84
Carlynn Downey,10,3,65,34,25
Torrence Emmanueli,6,3,17,62,67
Lexie Brandolini,11,2,5,48,62
Rayna Aggott,10,3,79,29,14
